source,destination,booking_date,travel_date,price
bom,knu,2024-09-08,2025-05-24,5641
bom,knu,2024-09-08,2025-06-30,5641
bom,knu,2024-09-08,2025-02-07,5641
bom,knu,2024-09-08,2025-04-19,5641
bom,knu,2024-09-08,2024-12-05,5942
bom,knu,2024-09-08,2024-12-24,5339
bom,knu,2024-09-08,2024-11-12,8805
bom,knu,2024-09-08,2024-12-27,5339
bom,knu,2024-09-08,2025-04-13,5641
bom,knu,2024-09-08,2024-11-16,12422
bom,knu,2024-09-08,2025-01-18,5641
bom,knu,2024-09-08,2025-06-10,5641
bom,knu,2024-09-08,2024-12-07,8203
bom,knu,2024-09-08,2025-04-11,5641
bom,knu,2024-09-08,2024-09-23,5063
bom,knu,2024-09-08,2025-04-20,5641
bom,knu,2024-09-08,2024-12-13,6696
bom,knu,2024-09-08,2025-04-10,5641
bom,knu,2024-09-08,2024-11-27,8203
bom,knu,2024-09-08,2025-05-31,5641
bom,knu,2024-09-08,2025-03-30,5641
bom,knu,2024-09-08,2024-12-31,5339
bom,knu,2024-09-08,2025-02-10,5641
bom,knu,2024-09-08,2025-05-11,5641
bom,knu,2024-09-08,2025-06-29,5641
bom,knu,2024-09-08,2025-06-26,5641
bom,knu,2024-09-08,2024-11-07,7148
bom,knu,2024-09-08,2025-02-12,5641
bom,knu,2024-09-08,2024-12-26,5339
bom,knu,2024-09-08,2025-04-28,5641
bom,knu,2024-09-08,2025-05-06,5641
bom,knu,2024-09-08,2024-10-04,5339
bom,knu,2024-09-08,2025-03-06,5641
bom,knu,2024-09-08,2024-09-24,5063
bom,knu,2024-09-08,2025-06-03,5641
bom,knu,2024-09-08,2025-03-26,5641
bom,knu,2024-09-08,2024-10-17,6696
bom,knu,2024-09-08,2024-10-14,5641
bom,knu,2024-09-08,2025-02-06,5641
bom,knu,2024-09-08,2024-10-06,5339
bom,knu,2024-09-08,2025-03-31,5641
bom,knu,2024-09-08,2024-11-05,7148
bom,knu,2024-09-08,2025-06-06,5641
bom,knu,2024-09-08,2024-09-25,5063
bom,knu,2024-09-08,2025-06-22,5641
bom,knu,2024-09-08,2025-03-22,5641
bom,knu,2024-09-08,2025-04-27,5641
bom,knu,2024-09-08,2024-10-24,16942
bom,knu,2024-09-08,2025-02-16,5641
bom,knu,2024-09-08,2024-10-23,11366
bom,knu,2024-09-08,2025-07-04,5339
bom,knu,2024-09-08,2024-11-11,11366
bom,knu,2024-09-08,2024-10-30,18600
bom,knu,2024-09-08,2024-11-19,6243
bom,knu,2024-09-08,2024-11-20,7148
bom,knu,2024-09-08,2024-10-21,10312
bom,knu,2024-09-08,2025-05-29,5641
bom,knu,2024-09-08,2024-09-28,5063
bom,knu,2024-09-08,2025-04-12,5641
bom,knu,2024-09-08,2025-01-14,5641
bom,knu,2024-09-08,2024-09-20,5365
bom,knu,2024-09-08,2024-10-08,5339
bom,knu,2024-09-08,2025-01-19,5641
bom,knu,2024-09-08,2024-10-28,15285
bom,knu,2024-09-08,2025-06-14,5641
bom,knu,2024-09-08,2025-07-03,5339
bom,knu,2024-09-08,2025-02-27,5641
bom,knu,2024-09-08,2025-02-01,6696
bom,knu,2024-09-08,2025-06-04,5641
bom,knu,2024-09-08,2024-10-13,15285
bom,knu,2024-09-08,2025-01-02,5339
bom,knu,2024-09-08,2025-03-01,5641
bom,knu,2024-09-08,2025-06-23,5641
bom,knu,2024-09-08,2024-12-09,5641
bom,knu,2024-09-08,2025-04-23,5641
bom,knu,2024-09-08,2025-02-18,5641
bom,knu,2024-09-08,2024-09-16,5365
bom,knu,2024-09-08,2025-07-01,5339
bom,knu,2024-09-08,2024-11-18,6696
bom,knu,2024-09-08,2024-12-20,5942
bom,knu,2024-09-08,2024-12-19,5339
bom,knu,2024-09-08,2025-01-07,5339
bom,knu,2024-09-08,2025-02-28,5641
bom,knu,2024-09-08,2024-12-17,5339
bom,knu,2024-09-08,2025-03-04,5641
bom,knu,2024-09-08,2024-11-22,6696
bom,knu,2024-09-08,2025-06-07,5641
bom,knu,2024-09-08,2024-12-04,5339
bom,knu,2024-09-08,2024-11-04,7600
bom,knu,2024-09-08,2025-01-06,5339
bom,knu,2024-09-08,2024-09-30,5666
bom,knu,2024-09-08,2025-01-25,5641
bom,knu,2024-09-08,2024-09-21,5365
bom,knu,2024-09-08,2025-02-04,5641
bom,knu,2024-09-08,2025-06-16,5641
bom,knu,2024-09-08,2025-04-26,5641
bom,knu,2024-09-08,2025-05-14,5641
bom,knu,2024-09-08,2024-12-18,5339
bom,knu,2024-09-08,2024-09-17,5365
bom,knu,2024-09-08,2024-09-26,5063
bom,knu,2024-09-08,2024-09-09,6570
bom,knu,2024-09-08,2025-03-03,8805
bom,knu,2024-09-08,2024-12-11,5641
bom,knu,2024-09-08,2025-03-11,5942
bom,knu,2024-09-08,2025-01-24,6696
bom,knu,2024-09-08,2025-04-01,5641
bom,knu,2024-09-08,2024-09-14,7023
bom,knu,2024-09-08,2024-11-24,7600
bom,knu,2024-09-08,2025-05-08,5641
bom,knu,2024-09-08,2025-02-15,5641
bom,knu,2024-09-08,2025-04-24,5641
bom,knu,2024-09-08,2025-05-30,5641
bom,knu,2024-09-08,2025-03-27,5641
bom,knu,2024-09-08,2024-10-10,5641
bom,knu,2024-09-08,2025-01-01,5339
bom,knu,2024-09-08,2025-03-17,5641
bom,knu,2024-09-08,2025-02-17,5641
bom,knu,2024-09-08,2025-02-11,6696
bom,knu,2024-09-08,2025-04-07,5641
bom,knu,2024-09-08,2024-10-31,18600
bom,knu,2024-09-08,2025-05-09,5641
bom,knu,2024-09-08,2025-06-20,5641
bom,knu,2024-09-08,2024-09-12,5666
bom,knu,2024-09-08,2025-02-25,9558
bom,knu,2024-09-08,2025-03-10,5641
bom,knu,2024-09-08,2025-04-17,5641
bom,knu,2024-09-08,2025-04-18,5641
bom,knu,2024-09-08,2025-05-04,5641
bom,knu,2024-09-08,2024-12-21,8203
bom,knu,2024-09-08,2025-05-03,5641
bom,knu,2024-09-08,2024-11-06,7148
bom,knu,2024-09-08,2025-01-10,5339
bom,knu,2024-09-08,2025-05-05,5641
bom,knu,2024-09-08,2025-02-05,5641
bom,knu,2024-09-08,2025-06-05,5641
bom,knu,2024-09-08,2025-06-19,5641
bom,knu,2024-09-08,2025-05-21,5641
bom,knu,2024-09-08,2025-03-12,5942
bom,knu,2024-09-08,2025-06-08,5641
bom,knu,2024-09-08,2024-11-02,9558
bom,knu,2024-09-08,2025-07-02,5339
bom,knu,2024-09-08,2024-09-27,5063
bom,knu,2024-09-08,2025-03-14,5641
bom,knu,2024-09-08,2024-11-26,8203
bom,knu,2024-09-08,2025-06-17,5641
bom,knu,2024-09-08,2025-01-31,5641
bom,knu,2024-09-08,2025-04-29,5641
bom,knu,2024-09-08,2024-12-14,5339
bom,knu,2024-09-08,2024-10-29,16942
bom,knu,2024-09-08,2025-03-16,5641
bom,knu,2024-09-08,2024-11-10,7148
bom,knu,2024-09-08,2024-10-22,8805
bom,knu,2024-09-08,2025-03-24,5641
bom,knu,2024-09-08,2024-11-23,8203
bom,knu,2024-09-08,2025-03-28,5641
bom,knu,2024-09-08,2025-04-02,5641
bom,knu,2024-09-08,2024-10-18,9558
bom,knu,2024-09-08,2024-12-12,5942
bom,knu,2024-09-08,2025-03-21,5641
bom,knu,2024-09-08,2025-02-21,5641
bom,knu,2024-09-08,2025-04-15,5641
bom,knu,2024-09-08,2025-02-24,5641
bom,knu,2024-09-08,2025-02-26,5641
bom,knu,2024-09-08,2024-10-03,5339
bom,knu,2024-09-08,2025-06-27,5641
bom,knu,2024-09-08,2025-03-15,5641
bom,knu,2024-09-08,2024-11-25,6696
bom,knu,2024-09-08,2024-11-15,10312
bom,knu,2024-09-08,2025-01-03,5339
bom,knu,2024-09-08,2025-01-27,5641
bom,knu,2024-09-08,2024-10-01,5339
bom,knu,2024-09-08,2024-09-08,-1
bom,knu,2024-09-08,2025-01-17,5641
bom,knu,2024-09-08,2025-02-23,5641
bom,knu,2024-09-08,2025-05-17,5641
bom,knu,2024-09-08,2025-01-29,5641
bom,knu,2024-09-08,2024-11-03,9558
bom,knu,2024-09-08,2024-12-10,6243
bom,knu,2024-09-08,2025-02-03,5641
bom,knu,2024-09-08,2025-05-02,5641
bom,knu,2024-09-08,2025-03-13,5942
bom,knu,2024-09-08,2025-02-02,6696
bom,knu,2024-09-08,2025-05-20,5641
bom,knu,2024-09-08,2024-12-06,5339
bom,knu,2024-09-08,2025-06-12,5641
bom,knu,2024-09-08,2025-04-09,5641
bom,knu,2024-09-08,2025-04-30,5641
knu,bom,2024-09-08,2024-11-11,11366
knu,bom,2024-09-08,2024-10-27,18600
knu,bom,2024-09-08,2025-04-08,5641
knu,bom,2024-09-08,2025-05-03,5641
knu,bom,2024-09-08,2024-12-19,5339
knu,bom,2024-09-08,2025-01-28,6696
knu,bom,2024-09-08,2025-02-05,5641
knu,bom,2024-09-08,2025-06-29,5641
knu,bom,2024-09-08,2025-03-01,5641
knu,bom,2024-09-08,2025-05-18,5641
knu,bom,2024-09-08,2025-05-17,5641
knu,bom,2024-09-08,2025-03-17,5641
knu,bom,2024-09-08,2025-05-29,5641
knu,bom,2024-09-08,2025-01-04,5339
knu,bom,2024-09-08,2025-02-14,5641
knu,bom,2024-09-08,2025-01-31,5641
knu,bom,2024-09-08,2024-11-17,8203
knu,bom,2024-09-08,2024-09-17,5365
knu,bom,2024-09-08,2024-10-10,5641
knu,bom,2024-09-08,2024-09-11,5666
knu,bom,2024-09-08,2025-02-16,5641
knu,bom,2024-09-08,2024-10-24,16942
knu,bom,2024-09-08,2024-10-16,6243
knu,bom,2024-09-08,2025-01-16,5641
knu,bom,2024-09-08,2025-03-31,5641
knu,bom,2024-09-08,2025-04-12,5641
knu,bom,2024-09-08,2024-10-02,5641
knu,bom,2024-09-08,2024-12-31,5339
knu,bom,2024-09-08,2024-10-28,15285
knu,bom,2024-09-08,2025-02-06,5641
knu,bom,2024-09-08,2024-10-22,8805
knu,bom,2024-09-08,2025-04-11,5641
knu,bom,2024-09-08,2024-09-27,5063
knu,bom,2024-09-08,2024-11-04,7600
knu,bom,2024-09-08,2025-05-26,5641
knu,bom,2024-09-08,2025-02-27,5641
knu,bom,2024-09-08,2025-02-24,5641
knu,bom,2024-09-08,2025-03-09,6696
knu,bom,2024-09-08,2025-03-12,5942
knu,bom,2024-09-08,2024-09-29,4762
knu,bom,2024-09-08,2024-10-08,5339
knu,bom,2024-09-08,2024-11-16,12422
knu,bom,2024-09-08,2025-02-20,5641
knu,bom,2024-09-08,2024-10-12,8203
knu,bom,2024-09-08,2024-10-31,18600
knu,bom,2024-09-08,2025-03-26,5641
knu,bom,2024-09-08,2025-06-08,5641
knu,bom,2024-09-08,2025-01-01,5339
knu,bom,2024-09-08,2024-12-06,5339
knu,bom,2024-09-08,2025-03-14,5641
knu,bom,2024-09-08,2025-05-04,5641
knu,bom,2024-09-08,2024-12-10,6243
knu,bom,2024-09-08,2024-10-26,18600
knu,bom,2024-09-08,2025-01-26,5641
knu,bom,2024-09-08,2025-04-18,5641
knu,bom,2024-09-08,2025-02-18,5641
knu,bom,2024-09-08,2025-02-09,5641
knu,bom,2024-09-08,2024-10-25,15285
knu,bom,2024-09-08,2025-03-07,5641
knu,bom,2024-09-08,2025-01-02,5339
knu,bom,2024-09-08,2025-03-22,5641
knu,bom,2024-09-08,2024-11-10,7148
knu,bom,2024-09-08,2024-09-10,5666
knu,bom,2024-09-08,2024-12-02,5641
knu,bom,2024-09-08,2024-11-25,6696
knu,bom,2024-09-08,2025-01-12,6696
knu,bom,2024-09-08,2024-11-13,8805
knu,bom,2024-09-08,2025-04-02,5641
knu,bom,2024-09-08,2024-09-28,5063
knu,bom,2024-09-08,2024-12-05,5942
knu,bom,2024-09-08,2025-03-28,5641
knu,bom,2024-09-08,2025-02-04,5641
knu,bom,2024-09-08,2025-03-04,5641
knu,bom,2024-09-08,2024-10-17,6696
knu,bom,2024-09-08,2025-02-02,6696
knu,bom,2024-09-08,2025-02-12,5641
knu,bom,2024-09-08,2025-03-06,5641
knu,bom,2024-09-08,2024-11-14,8805
knu,bom,2024-09-08,2025-03-08,7148
knu,bom,2024-09-08,2025-07-03,5339
knu,bom,2024-09-08,2025-04-28,5641
knu,bom,2024-09-08,2025-01-25,5641
knu,bom,2024-09-08,2025-01-27,5641
knu,bom,2024-09-08,2025-02-01,6696
knu,bom,2024-09-08,2025-06-25,5641
knu,bom,2024-09-08,2024-12-17,5339
knu,bom,2024-09-08,2024-10-03,5339
knu,bom,2024-09-08,2025-06-21,5641
knu,bom,2024-09-08,2025-01-03,5339
knu,bom,2024-09-08,2025-04-22,5641
knu,bom,2024-09-08,2025-04-20,5641
knu,bom,2024-09-08,2025-06-04,5641
knu,bom,2024-09-08,2025-03-05,5641
knu,bom,2024-09-08,2025-04-29,5641
knu,bom,2024-09-08,2024-11-09,7600
knu,bom,2024-09-08,2025-04-30,5641
knu,bom,2024-09-08,2025-04-14,5641
knu,bom,2024-09-08,2025-02-23,5641
knu,bom,2024-09-08,2025-03-27,5641
knu,bom,2024-09-08,2024-09-16,5365
knu,bom,2024-09-08,2025-05-31,5641
knu,bom,2024-09-08,2024-10-07,5339
knu,bom,2024-09-08,2024-12-11,5641
knu,bom,2024-09-08,2025-03-18,5641
knu,bom,2024-09-08,2024-12-25,5942
knu,bom,2024-09-08,2025-05-22,5641
knu,bom,2024-09-08,2025-03-02,5641
knu,bom,2024-09-08,2025-01-08,5339
knu,bom,2024-09-08,2025-04-25,5641
knu,bom,2024-09-08,2024-12-13,6696
knu,bom,2024-09-08,2025-03-19,5641
knu,bom,2024-09-08,2025-04-24,5641
knu,bom,2024-09-08,2025-06-20,5641
knu,bom,2024-09-08,2025-03-23,5641
knu,bom,2024-09-08,2024-12-28,5339
knu,bom,2024-09-08,2024-09-19,5365
knu,bom,2024-09-08,2024-09-15,5365
knu,bom,2024-09-08,2024-10-30,18600
knu,bom,2024-09-08,2025-05-28,5641
knu,bom,2024-09-08,2025-06-16,5641
knu,bom,2024-09-08,2025-07-04,5339
knu,bom,2024-09-08,2025-04-26,5641
knu,bom,2024-09-08,2024-11-08,7148
knu,bom,2024-09-08,2024-11-20,7148
knu,bom,2024-09-08,2024-11-30,5942
knu,bom,2024-09-08,2025-05-19,5641
knu,bom,2024-09-08,2025-04-19,5641
knu,bom,2024-09-08,2024-09-26,5063
knu,bom,2024-09-08,2024-10-05,5339
knu,bom,2024-09-08,2025-05-24,5641
knu,bom,2024-09-08,2024-10-09,5339
knu,bom,2024-09-08,2025-01-09,5339
knu,bom,2024-09-08,2024-10-04,5339
knu,bom,2024-09-08,2025-01-10,5339
knu,bom,2024-09-08,2024-11-01,12422
knu,bom,2024-09-08,2025-06-15,5641
knu,bom,2024-09-08,2025-01-29,5641
knu,bom,2024-09-08,2024-12-03,18600
knu,bom,2024-09-08,2025-04-01,5641
knu,bom,2024-09-08,2024-12-15,6243
knu,bom,2024-09-08,2025-05-05,5641
knu,bom,2024-09-08,2025-04-27,5641
knu,bom,2024-09-08,2024-10-14,5641
knu,bom,2024-09-08,2024-11-18,6696
knu,bom,2024-09-08,2024-11-24,7600
knu,bom,2024-09-08,2025-02-10,5641
knu,bom,2024-09-08,2025-04-09,5641
knu,bom,2024-09-08,2025-05-13,5641
knu,bom,2024-09-08,2025-05-20,5641
knu,bom,2024-09-08,2025-06-28,5641
knu,bom,2024-09-08,2024-11-06,7148
knu,bom,2024-09-08,2024-11-02,9558
knu,bom,2024-09-08,2024-11-19,6243
knu,bom,2024-09-08,2025-05-30,5641
knu,bom,2024-09-08,2025-06-18,5641
knu,bom,2024-09-08,2024-10-23,11366
knu,bom,2024-09-08,2024-10-19,8203
knu,bom,2024-09-08,2025-02-08,5641
knu,bom,2024-09-08,2024-12-24,5339
knu,bom,2024-09-08,2025-03-03,8805
knu,bom,2024-09-08,2024-11-26,8203
knu,bom,2024-09-08,2024-11-23,8203
knu,bom,2024-09-08,2025-01-22,6696
knu,bom,2024-09-08,2025-01-13,5942
knu,bom,2024-09-08,2025-02-03,5641
knu,bom,2024-09-08,2025-02-13,5641
knu,bom,2024-09-08,2025-02-26,5641
knu,bom,2024-09-08,2025-01-21,5641
knu,bom,2024-09-08,2025-03-21,5641
knu,bom,2024-09-08,2025-04-10,5641
knu,bom,2024-09-08,2025-05-11,5641
knu,bom,2024-09-08,2024-12-23,10312
knu,bom,2024-09-08,2025-06-13,5641
knu,bom,2024-09-08,2025-07-02,5339
knu,bom,2024-09-08,2025-01-11,5641
knu,bom,2024-09-08,2025-05-02,5641
knu,bom,2024-09-08,2025-06-17,5641
knu,bom,2024-09-08,2025-01-06,5339
knu,bom,2024-09-08,2025-01-23,5641
knu,bom,2024-09-08,2025-05-12,5641
knu,bom,2024-09-08,2024-12-09,5641
knu,bom,2024-09-08,2025-04-06,5641
knu,bom,2024-09-08,2024-12-20,5942
knu,bom,2024-09-08,2025-05-10,5641
knu,bom,2024-09-08,2025-06-10,5641
knu,bom,2024-09-08,2025-02-25,9558
knu,bom,2024-09-08,2024-09-23,5063
knu,bom,2024-09-08,2025-06-03,5641
knu,bom,2024-09-08,2024-11-27,8203
knu,bom,2024-09-08,2025-04-07,5641
knu,bom,2024-09-08,2024-09-22,5063
knu,bom,2024-09-08,2025-01-14,5641
knu,bom,2024-09-08,2025-06-09,5641
knu,bom,2024-09-08,2025-05-07,5641
knu,bom,2024-09-08,2025-03-24,5641
knu,bom,2024-09-08,2025-02-11,6696
knu,bom,2024-09-08,2025-05-27,5641
knu,bom,2024-09-08,2025-02-21,5641
knu,bom,2024-09-08,2025-06-27,5641
knu,bom,2024-09-08,2025-05-14,5641
knu,bom,2024-09-08,2025-01-07,5339
knu,bom,2024-09-08,2025-02-17,5641
knu,bom,2024-09-08,2024-12-07,8203
knu,bom,2024-09-08,2024-12-14,5339
knu,bom,2024-09-08,2024-09-21,5365
knu,bom,2024-09-08,2025-05-16,5641
knu,bom,2024-09-08,2025-01-24,6696
knu,bom,2024-09-08,2024-11-12,8805
knu,bom,2024-09-08,2024-10-15,5641
knu,bom,2024-09-08,2025-06-02,5641
knu,bom,2024-09-08,2025-01-30,5641
knu,bom,2024-09-08,2025-04-16,5641
knu,bom,2024-09-08,2024-11-21,6696
knu,bom,2024-09-08,2024-10-13,15285
knu,bom,2024-09-08,2025-05-15,5641
knu,bom,2024-09-08,2025-05-23,5641
knu,bom,2024-09-08,2025-06-14,5641
knu,bom,2024-09-08,2025-03-30,5641
knu,bom,2024-09-08,2024-12-27,5339
knu,bom,2024-09-08,2024-12-26,5339
knu,bom,2024-09-08,2025-03-11,5942
knu,bom,2024-09-08,2024-09-24,5063
knu,bom,2024-09-08,2024-12-01,6243
knu,bom,2024-09-08,2025-04-05,5641
knu,bom,2024-09-08,2025-05-21,5641
knu,bom,2024-09-08,2024-09-18,5365
knu,bom,2024-09-08,2025-06-23,5641
knu,bom,2024-09-08,2024-10-21,10312
knu,bom,2024-09-08,2025-05-06,5641
knu,bom,2024-09-08,2025-05-08,5641
knu,bom,2024-09-08,2025-07-01,5339
knu,bom,2024-09-08,2024-09-09,7023
knu,bom,2024-09-08,2024-11-07,7148
knu,bom,2024-09-08,2024-11-15,10312
knu,bom,2024-09-08,2024-12-30,5339
knu,bom,2024-09-08,2024-11-29,6243
knu,bom,2024-09-08,2025-06-24,5641
knu,bom,2024-09-08,2024-11-05,7148
knu,bom,2024-09-08,2024-09-13,5666
knu,bom,2024-09-08,2025-06-01,5641
knu,bom,2024-09-08,2024-09-08,-1
knu,bom,2024-09-08,2025-06-06,5641
knu,bom,2024-09-08,2024-09-14,7023
knu,bom,2024-09-08,2024-11-03,9558
knu,bom,2024-09-08,2024-12-16,5339
knu,bom,2024-09-08,2024-12-22,8203
knu,bom,2024-09-08,2025-02-07,5641
knu,bom,2024-09-08,2024-10-20,10312
knu,bom,2024-09-08,2024-10-29,16942
knu,bom,2024-09-08,2024-09-20,5365
knu,bom,2024-09-08,2024-12-08,6243
knu,bom,2024-09-08,2025-01-20,5641
knu,bom,2024-09-08,2024-10-01,5339
knu,bom,2024-09-08,2025-02-19,5641
knu,bom,2024-09-08,2025-06-12,5641
knu,bom,2024-09-08,2025-01-15,5641
knu,bom,2024-09-08,2025-04-15,5641
knu,bom,2024-09-08,2024-09-30,5666
knu,bom,2024-09-08,2024-10-18,9558
knu,bom,2024-09-08,2025-04-23,5641
knu,bom,2024-09-08,2024-09-25,5063
knu,bom,2024-09-08,2024-12-29,5339
knu,bom,2024-09-08,2025-03-25,5641
knu,bom,2024-09-08,2025-02-22,5641
knu,bom,2024-09-08,2025-04-03,5641
knu,bom,2024-09-08,2025-06-19,5641
knu,bom,2024-09-08,2025-04-13,5641
knu,bom,2024-09-08,2025-03-16,5641
knu,bom,2024-09-08,2024-12-18,5339
knu,bom,2024-09-08,2025-06-22,5641
knu,bom,2024-09-08,2024-11-22,6696
knu,bom,2024-09-08,2025-05-01,5641
knu,bom,2024-09-08,2024-10-06,5339
knu,bom,2024-09-08,2025-05-09,5641
knu,bom,2024-09-08,2025-01-19,5641
knu,bom,2024-09-08,2025-03-29,5641
knu,bom,2024-09-08,2025-03-10,5641
knu,bom,2024-09-08,2025-06-05,5641
knu,bom,2024-09-08,2025-02-28,5641
knu,bom,2024-09-08,2025-04-04,5641
knu,bom,2024-09-08,2025-06-11,5641
knu,bom,2024-09-08,2025-01-05,5339
knu,bom,2024-09-08,2025-05-25,5641
knu,bom,2024-09-08,2025-01-17,5641
knu,bom,2024-09-08,2025-04-17,5641
knu,bom,2024-09-08,2025-06-30,5641
knu,bom,2024-09-08,2025-06-07,5641
knu,bom,2024-09-08,2024-09-12,5666
knu,bom,2024-09-08,2025-03-20,5641
knu,bom,2024-09-08,2024-12-04,5339
knu,bom,2024-09-08,2024-12-12,5942
knu,bom,2024-09-08,2025-01-18,5641
knu,bom,2024-09-08,2025-02-15,5641
knu,bom,2024-09-08,2025-04-21,5641
knu,bom,2024-09-08,2025-03-15,5641
knu,bom,2024-09-08,2024-10-11,5641
knu,bom,2024-09-08,2024-11-28,6243
knu,bom,2024-09-08,2025-06-26,5641
knu,bom,2024-09-08,2024-12-21,8203
knu,bom,2024-09-08,2025-03-13,5942
del,knu,2024-09-12,2025-05-07,2975
del,knu,2024-09-12,2025-04-06,2975
del,knu,2024-09-12,2025-05-30,2975
del,knu,2024-09-12,2024-12-18,2975
del,knu,2024-09-12,2025-06-26,2975
del,knu,2024-09-12,2024-11-06,3553
